1302,"В какой области Нобелевская премия самая ""весомая"" в денежном выражении?",Ни в какой
1303,Сколько струн у виолончели?,4
1304,Какое из этих животных относится к газелям?,Джейран
1305,Тестем А.А.Блока был?,Менделеев
1306,Какую форму имеет эмблема службы национальных парков США?,Наконечника стрелы
1307,Через какую из этих стран проходит Гринвичский меридиан?,Испания
1308,Какая война началась первого сентября и завершилась через несколько лет второго сентября?,Вторая мировая
1309,"Как называется узел металлорежущего станка, изменяющий скорость подачи?",гитара
1310,При каком Папе Римском был провозглашен догмат о папской непогрешимости?,Пий IX
1311,В каком из этих регионов находится второй (1-й - в Якутии) полюс холода Северного полушария?,Гренландия
1312,"Что поют, пытаясь кого-либо разжалобить?",Лазаря
1313,Какой сплав состоит в основном из меди и цинка?,латунь
1314,"Страна, отделенная от Испании Пиренейским хребтом.",Франция
1315,"Что назначает футбольный судья, подняв руку вверх?",свободный удар
1316,Кто из этих живописцев возглавлял в 1940 году неудавшееся покушение на Льва Троцкого?,Давид Сикейрос
1317,На каком пароходе Лев Троцкий навсегда покинул Советский Союз?,«Ильич»
1318,Сколько раз московский Спартак становился чемпионом России?,9
1319,Какая гора - наивысшая точка Кавказа?,Эльбрус
1320,Какой из этих актёров не отмечен именной звездой на знаменитой Аллее Славы Голливуда?,Клинт Иствуд
1321,Какой из этих храмов Московского Кремля был расписан Андреем Рублёвым?,Благовещенский Собор
1322,Какая денежная единица обращалась в Португалии до введения Евро в 2002 году?,Эскудо
1323,Кто был признан тренерами команд высшей лиги лучшим игроком чемпионата России по футболу 2000г.?,Титов
1324,Как в кириллице называлась буква Р?,Рцы
1325,Какому композитору принадлежит заслуга разработке додекафонии (12-тоновая техника)?,Арнольд Шёнберг
1326,Кто выиграл Чемпионат Мира по футболу 2010?,Испания
1327,"Кто из этих актеров не работал в театре ""Современник""?",Басилашвили
1328,Кто из этих декабристов был лицейским товарищем А.С. Пушкина?,Кюхельбекер
1329,"Кто написал музыку для песни группы Любэ ""Комбат""?",Матвиенко
1330,Где наименование столицы не совпадает с названием государства?,Кения
1331,Какое слово можно зашифровать в ребусе в виде двух нот?,Фасоль
1332,Как называется один из фильмов с участием Тома Круза?,«Миссия невыполнима»
1333,Какие надзиратели в царской России следили за порядком?,Квартальные
1334,Чем по примеру актрисы Джейн Фонды стали заниматься многие женщины?,Аэробикой
1335,На печать какого из этих произведений Л.Толстого понадобится наибольшее количество бумаги?,«Война и мир»
1336,Какой запах у синильной кислоты?,Миндаля
1337,Что в 2006 году помешало М.Шумахеру взойти на пьедестал на Гран-при Бразилии?,Прокол колеса
1338,"Как в к/ф «Девчата» называлось место, где по вечерам сидели парочками?",Камчатка
1339,Какой паук строит подводные гнёзда?,Серебрянка
1340,Какое изображение на бирке товара предупреждает: «Беречь от влаги»?,Зонтик
1341,Кто автор музыкальной фантазии «Карнавал животных»?,Камиль Сен-Санс
1342,"Что, согласно народной примете, имеется у счастливого человека?",2 макушки
1343,Какой танец исполняют под мелодию «Кумпарситы»?,Танго
1344,Какая актриса никогда не удостаивалась премии «Оскар»?,Мэрилин Монро
1345,Шорты какого цвета были на Зидане в финальном матче чемпионата мира по футболу 2006 года?,Белого
1346,Женой какого художника была русская балерина Ольга Хохлова?,П. Пикассо
1347,"Какая теннисистка левша, но играет правой рукой?",Мария Шарапова
1348,Какую реку символизирует белая полоса на государственном флаге Австрии?,Дунай
1349,На площадке какой игры есть специальное устройство отсчёта 24-х секунд?,Баскетбол
1350,На гербе какого города изображён верблюд?,Челябинск
1351,Что делает растение росянка?,Питается насекомыми
1352,Столица какого государства находится на юге Апшеронского полуострова?,Азербайджана
1353,Что в переводе с французского означает слово «жалюзи»?,Ревность
1354,Где Юлия Цезаря настигли ножи заговорщиков?,В сенате
1355,В каком фильме А. Тарковского главную женскую роль сыграла Маргарита Терехова?,«Зеркало»
1356,В каком году была московская олимпиада?,Обезьяны
1357,Какой президент США изображен на 20-ти долларовой купюре?,Э.Джексон
1358,С какого числа начинается нумерация игроков в баскетболе?,4
1359,Что Владимир Набоков завещал сделать с рукописью своего незавершённого романа «Лаура и её оригинал»?,Сжечь
1360,Отчество императора Николая II?,Александрович
1361,Какая парфюмерная продукция впервые появилась в немецком городе Кёльн?,одеколон
1362,"В какой стране многие годы бесчинствовала левацкая террористическая организация ""Сендеро Луминосо""?",Перу
1363,В какой из этих стран в середине XX века была реставрирована монархия?,Испания
1364,Какое из этих произведений написано И. Бабелем?,"""Закат"""
1365,"Как называется отрезок прямой, соединяющий две какие-либо точки окружности?",Хорда
1366,Кто из этих великих философов был не англичанином?,Э. Мах
1367,Где в 6 в. до. н. э. возникли древнегреческие колонии Фасис и Диоскуриада?,Западная Грузия
1368,"Кто сказал: ""Какой русский не любит быстрой езды""?",Гоголь
1369,С какой из этих стран Россия граничит?,Норвегия
1370,В каком городе проходит Открытый чемпионат Австралии по теннису?,Мельбурн
1371,"Глава какой республики, помимо Венецианской, назывался до 18 в. ДОЖЕМ?",Генуэзской
1372,Какое соцветие имеет одуванчик?,корзинка
1373,Какая посуда должна просвечивать в тонких местах?,Фарфор
1374,В каком из этих регионов побывал Робинзон Крузо в продолжении романа Д.Дефо?,Сибирь
1375,Какое растение существует на самом деле?,лох индийский
1376,"Полуостров, отделенный от Африки Гибралтарским проливом.",Пиренейский
1377,"Как звали орловского жеребца, памятник которому стоит у здания манежа 1-го Московского конного завода?",Квадрат
1378,В какой стране течет река Оранжевая?,ЮАР
1379,Какое изобретение прославило фамилию фабриканта Джона Ундервуда?,пишущая машинка
1380,Какая характерная особенность отличает экипировку вратаря «Челси» Петера Чеха?,защитный шлем
1381,При создании какого мюзикла были использованы мелодии группы «Джипси Кингс»?,«Зорро»
1382,Какая актриса прославилась с легкой руки режиссера Педро Альмодовара в фильме «Всё о моей матери»?,Пенелопа Крус
1383,"Какой народной кухне принадлежит блюдо ""Сациви""?",грузинской
1384,Как называется самый большой по величине колокол на звоннице Ростовского Кремля?,Сысой
1385,У солдат какой страны юбка является частью парадной формы одежды?,Греция
1386,"Кто из этих древнеримских богов и богинь не входил в Капитолийскую триаду важнейших богов, почитавшихся в Капитолийском храме?",Марс
1387,Какого преступника ловил следователь Подберёзовиков?,Деточкина
1388,Какое из этих музыкальных произведений традиционно имеет размер 2/4?,Марш
1389,"Кем был Пересвет, дравшийся с татарином Челубеем перед началом Куликовской битвы?",монахом
1390,В каком виде спорта проявил себя достойно Б.Н.Ельцин?,Волейбол
1391,В какой стране вы будете расплачиваться за покупки донгами?,Вьетнам
1392,У автомобилей какой из этих стран международный регистрационный знак RA?,Аргентина
1393,"В каком заливе обновят свои ласты аквалангисты, купившие тур в Дубай?",В Персидском
1394,В каком виде спорта сборной России не удалось завоевать ни одной золотой медали на Олимпиаде-2000?,Плавание
1395,Что такое или кто такой обапол?,Пиломатериал
1396,Кто такой Цимбалист?,Американский скрипач
1397,Какой цвет Элизабет Арден выбрала для входной двери в свой фирменный салон?,Красный
1398,"Как называются золотые монеты ЮАР, выпускаемые для коллекционеров и хранителей сбережений в золоте?",Крюгерранды
1399,"Какая краска в банке, если на этикетке написано слово ""охра""?",жёлтая
1400,В каком из этих фильмов снимался Юрий Никулин?,«Девушка с гитарой»
1401,"Как звали вождя индейцев, который в XIII веке боролся с английскими колонизаторами?",Понтиак
1402,Сколько шейных позвонков у жирафа?,7
1403,Музыка какого композитора легла в основу гимна Европейского союза?,Бетховена
1404,С какого дерева собирают фиги?,Инжир
1405,Что сейчас традиционно сопровождается закадровым смехом?,Ситком
1406,Что из перечисленного является запеканкой?,Пудинг
1407,Какая певица вышла замуж за капитана футбольной команды «Зенит» Владислава Радимова?,Татьяна Буланова
1408,"Что в Древнем Риме означало слово ""нобилитет""?",Родовая знать
1409,Родина Колумба?,Генуя
1410,Какой химический элемент используется для получения рубинового стекла для звёзд московского Кремля?,Селен
1411,"Какой объект на географических картах имеет название ""Мафия""?",Африканский остров в Индийском океане
1412,Какая золотая монета была впервые отчеканена при французском короле Людовике XIII?,луидор
1413,Кто стал символом Пасхи в Австралии?,сумчатый барсук
1414,Под какую русскую песню исполняли один из своих танцев фигуристы Пахомова и Горшков?,«Вдоль по Питерской»
1415,Какое прозвище было у героини Любови Орловой в фильме «Волга-Волга»?,Стрелка
1416,Каким словом назыывают захоронение в море отходов?,Дампинг
1417,Музой какого кутюрье стала Майя Плисецкая?,Пьер Карден
1418,Как на Руси до XIV века назывался городской кремль?,Детинец
1419,Какое из этих зданий Санкт-Петербурга создал архитектор Джакомо Кваренги?,Смольный институт
1420,Какая страна является родиной гандбола?,Дания
1421,Какой из этих театров был создан позже других?,Сатирикон
1422,За что в 30-е годы 20 века Эми Джонсон прозвали «летающей звездой»?,за авиаперелёт
1423,Какого статуса своиx домов сумели добиться от властей англичане?,Крепость
1424,Что связывает Наполеона Бонапарта с Корсикой?,там родился
1425,Какое из этих животных не изображено на гербе Соломоновых островов?,Страус
1426,"Какая автомобильная компания прикупила автозаводы чешской ""Шкоды""?","""Фольксваген"""
1427,На стихи какого поэта Александр Барыкин написал песню «Букет»?,Николай Рубцов
1428,Какая из этих фобий заключается в навязчивой боязни инфекций?,Мезофобия
1429,Назовите имя верного друга Ореста из греческой мифологии. В переносном смысле оно употребляется для характеристики лучшего друга,Пилад
1430,"Какое из этих национальных блюд, обычно готовят из говядины?",Бастурма
1431,Под каким мостом по легенде пролетел Чкалов?,Троицкий
1432,В какой стране расположен храмовый комплекс Ангкорвоат?,Камбоджа
1433,Число 3 отражается в двоичном виде как:,11
1434,В какой области находятся Соловецкие острова?,Архангельская
1435,В каком из этих фильмов М. Пуговкин сыграл роль бандита?,"""Дело ""пестрых"""""
1436,На каком острове капитан Блад впервые встретил Арабеллу Бишоп?,Барбадос
1437,Какая самая длинная река на западном полушарии?,Амазонка
1438,Где родилась топ-модель Наоми Кэмпбелл?,Великобритания
1439,Первая мировая война велась между Центральными державами и Антантой. Какая из этих стран входила в число Центральных держав?,Болгария
1440,Какая скамья является достопримечательностью села Тригорского?,Скамья Онегина
1441,Город с каким названием есть в Европе?,Коньяк
1442,Уравнение Шрёдингера относится к ...,Квантовой механике
1443,Каким образом отец Скарлетт О’Хары в романе «Унесённые ветром» приобрёл плантацию Тара?,выиграл в карты
1444,Какая страна не входит в Европейский Союз?,Исландия
1445,Сколько звезд на флаге Новой Зеландии?,Четыре
1446,Кто такой или что такое венерин башмачок?,цветок
1447,"Какая царица в повести Гоголя ""Ночь перед Рождеством"" пожаловала Вакуле черевички?",Екатерина II
1448,Со сколькими странами граничит Испания?,5
1449,За каким псевдонимом скрывается только один автор?,Кир Булычёв
1450,В ведении какого монашеского ордена находилась инквизиция?,Доминиканцы
1451,Какой из этиx городов существует?,Калач-на-Дону
1452,"Как зовут малыша мамонтенка из м/ф ""Ледниковый период""",Персик
1453,"Помните: ""Сезам, откройся!"". Что такое сезам?",Кунжут
1454,Где был опубликован первый в мире хит-парад граммпластинок?,В США
1455,Какое жилище строят чукчи?,ярангу
1456,Какой товар стал основой благосостояния купеческой семьи Высоцких в 19 веке?,чай
1457,"Что такое Максим, если речь идёт о создателе одноимённого пулемёта?",фамилия
1458,"Кто автор картины ""Портрет доктора Рея""?",Ван Гог
1459,Что насекомые и членистоногие делают мандибулами?,жуют
1460,В каком итальянском городе находится картинная галерея Уффици?,Флоренция
1461,Как изначально называлась обувная компания Nike?,Blue Ribbon Sports
1462,Как называется восемь самых старых и престижных университетов восточного побережья США?,"""Лига плюща"""
1463,В какой из этих фильмов не снималась Лайза Миннелли?,"""Чикаго"""
1464,"С речи Черчилля в каком городе началась, по мнению историков, ""холодная война"" против СССР?",Фултон
1465,У берегов какого континента лежат острова Галаппагос?,Южная Америка
1466,"Кто не принимал участие в создании четырёх томов книги ""Капитал""?",Август Бебель
1467,На какой реке стоит город Зима?,Ока
1468,"Какую мелодию группа ""Пет Шоп Бойз"" использовала в композиции ""Go West""?",гимн СССР
1469,Где черкесские мужчины носили газыри?,на груди
1470,Какую из этих оперетт создал не И. Кальман?,"""Прекрасная Елена"""
1471,Какому виду искусства посвящён московский музей имени Бахрушина?,театр
1472,У автомобилей какой из этих стран международный регистрационный знак CI?,Кот-д`Ивуар
1473,Какую площадь имеет клетка стандартной школьной тетради?,"0,25 кв. см"
1474,Какой из этих духовых музыкальных инструментов - деревянный?,Гобой
1475,"Какая из лётчиц стала первой женщиной, совершившей авиаперелёт через океан?",Амелия Эрхарт
1476,В каком городе решается судьба Нобелевской премии мира?,Осло
1477,Что нарушает перлюстрация?,тайну переписки
1478,Назовите административный центр (столицу) Мордовии,Саранск
1479,Что из нижеперечисленного не является произведением австрийского писателя Стефана Цвейга?,"""Человек без свойств"""
1480,Какую оперу Верди написал по запросу Петербургского Мариинского театра?,Сила судьбы
1481,Для чего нужен фуганок?,Строгать доски
1482,"Из какой муки делалась пудра, которую накладывали на лицо русские дамы 19 века?",Из рисовой
1483,Какой по счету женой Генриха VIII была Анна Болейн?,Второй
1484,Сколько раз сборная СССР выигрывала чемпионат Европы по футболу?,один
1485,Какую букву ввел в русский алфавит Николай Карамзин в 1797 году?,Ё
1486,Кто из этих итальянских композиторов хронологически родился позже остальных трех?,Пьетро Масканьи
1487,Из коры какого дерева в 1828 году получили аспирин?,Ивы
1488,Во времена какого правителя на государственном гербе России изображался Мальтийский крест?,Павел I
1489,"Какое название остров Бедлоу получил в 1956 году, хотя мог бы быть переименован на 70 лет раньше?",остров Свободы
1490,"Камышовая кошка - это то же, что …",Хаус
1491,К какому семейству относится рыба мерланг?,Тресковые
1492,Какая английская пьеса была первой написана исключительно для детей?,Питер Пэн
1493,Кто из французских киноактёров выполняет все трюки в фильме без дублёра?,Жан Маре
1494,Какой день в СССР официально стал нерабочим в 1965 году?,9 мая
1495,Кто из этих государственных деятелей является лауреатом Нобелевской премии в области литературы?,Черчилль
1496,Как называется литургических сосуд для освещения вина и принятия причастия?,Потир
1497,Какой из правителей Руси имел прозвище Красный?,Иван II
1498,Что такое или кто такой пектораль?,Нагрудное украшение
1499,"Какую продолжительность рабочего дня требовали установить рабочие Чикаго, бастовавшие в 1886 году?",8 часов
1500,Какая из этих олимпийских яхт - катамаран?,Торнадо
1501,В каком из водопадов потоки низвергаются с самой большой высоты?,Анхель
1502,"Кем по профессии был Джеймс Бонд, чьим именем был назван герой серии книг Яна Ланкастера Флеминга?",Орнитолог
1503,Какой музыкальный конкурс принес известность Александру Малинину?,"""Юрмала"""
1504,"Сколько рублей было в русском золотом червонце, выпущенном в обращение при Петре Первом?",3
1505,Какой овощ стал первым генно-модифицированным?,помидор
1506,Какая кислота образует нитраты?,азотная
1507,Какая из этих книг Г. Сенкевича не входит в трилогию?,"""Крестоносцы"""
1508,Как назывался раньше город Ханты-Мансийск?,Остяко-Вогульск
1509,Какой президент США поздравил по телевизору советский народ в новогоднюю ночь вместо Генерального секретаря ЦК КПСС?,Рейган
1510,"В скольких странах можно побывать, если пройтись один раз вокруг Северного полюса?",в пяти
1511,Какие два евангелиста повествуют об обстоятельствах рождения Иисуса Христа?,Матфей и Лука
1512,Под каким знаком зодиака мы встречаем Новый год?,козерог
1513,Сколько копеек было в пятиалтынном?,15
1514,"В какой игре говорят: «Кто за мной стоит, тому три кона водить»?",прятки
1515,"Что в механических шахматных часах даёт понять, что время игрока истекло?",упавший флажок
1516,Какие из этих плодов собирают с эбенового дерева?,Хурма
1517,В каком городе пройдёт зимняя Олимпиада 2014 года?,Сочи
1518,"Как в народе называли документ, по которому производилась оплата, расчет за пользование коммунальными услугами?",Жировка
1519,"Офицер русского флота, исследовавший берега Камчатки и Чукотского полуострова. Открыл остров св. Лаврентия и ряд другиx.",В. Беринг
1520,Какие латинские слова легли в основу термина «мануфактура»?,«рука» и «изготовление»
1521,Чему посвящены парадные залы Кремлевского Дворца?,Орденам
1522,Название какого из этих изделий не образовано от имени фирмы-производителя?,степлер
1523,"Какой гриб дымится, если на него наступить?",дождевик
1524,Каких клеток больше всего в составе человеческой крови?,Эритроциты
1525,Какое оружие названо не в честь своего создателя?,базука
1526,"Флаг какого государства получится, если флаг Венгрии повернуть на 90 градусов по часовой стрелке?",Италии
1527,Как англичанин Генри Коул впервые в истории порадовал друзей в преддверии нового 1843 года?,отправил им открытки
1528,Что обычно является активным ингридиентом антиперсперанта?,Аллюминий
1529,Какой из этих романов написал не Хемингуэй?,"""Триумфальная арка"""
1530,Конь какого полководца носил кличку Маренго?,Наполеон Бонапарт
1531,К какой из этих величин (в долях кубометра) ближе всего нефтяной баррель?,"0,16"
1532,Какие боги были идентичны в религиях древних римлян и греков?,Афродита и Венера
1533,Какая из этих стран ЕЭС пока не перешла на безналичные расчеты в ЕВРО?,Великобритания
1534,Какой цвет в композиции икебаны символизирует зиму?,Чёрный
1535,В какой стране название жандармерии дал один из видов огнестрельного оружия?,Италия
1536,Флаг какой страны не красно-бело-голубой?,Израиль
1537,Кто из перечисленных поэтов окончил Академию художеств в Санкт-Петербурге?,Тарас Шевченко
1538,На какой из этих лодок издревле плавали ирландцы?,куррах
1539,Кто из этих людей был известным астрономом?,Тихо Браге
1540,Какого цвета были глаза у Эраста Петровича Фандорина?,голубые
1541,Что такое или кто такой ТУВАЛУ?,Государство
1542,"Какой головной убор был сшит не должным образом, что и послужило темой для скороговорки?",Колпак
1543,Какой из этих футбольных клубов - голландский?,"""Фейеноорд"""
1544,"Кто из этих актрис не снимался в к/ф ""Отпуск за свой счёт""?",Любовь Соколова
1545,Постановщиком какого из этих фильмов был не Сергей Эйзенштейн?,"""Земля"""
1546,Какой из этих балетов написал не Родион Щедрин?,"""Анюта"""
1547,Кто из этих советских физиков получил нобелевскую премию позже остальных?,Ландау
1548,"Какой из этих поэтов имеет в своём архиве стихотворение, не содержащее ни одного глагола?",А.А.Фет
1549,Какое из этих озер по площади самое маленькое?,Ильмень
1550,Какая из этих ярких звезд - альфа Девы?,Спика
1551,"Какой из этих замечательных фильмов был удостоен не ""Оскара"", а другой высокой награды?","""Летят журавли"""
1552,Какое из этих учебных заведений не находится в Великобритании?,Сорбонна
1553,"Кто из этих художников написал знаменитые ""Ирисы""?",Ван Гог
1554,Что из перечисленного является географической областью Шотландии?,Южное нагорье
1555,Что из этого является сортом сельди?,Залом
1556,Какая из этих рек не относится к сибирским?,Печора
1557,"Кто из этих людей основал автомобильную компанию ""Форд моторс""?",Генри Форд
1558,Какой из этих знаменитых алмазов был найден в Южной Африке в 1978 году?,"""Первая роза"""
1559,"""Какое из этиx слов не является антонимом оригинальности?""",Лекало
1560,Какой из этих мультфильмов не снимала студия Уолта Диснея?,"""Вуди Вудпекер"""
1561,"Что получается при добавлении в смесь белого вина, коньяка и шампанского свежих фруктов и сахара?",Крюшон
1562,Какой из этих женских голосов самый высокий?,Сопрано
1563,Денежной еденицей какой страны не является доллар?,Бенин
1564,Какую из этих птиц нельзя научить имитации человеческого голоса?,Соловей
1565,Кого использует апитерапевт для лечения людей?,Пчел
1566,Какой из полководцев командовал фронтами в течение наиболее длительного срока?,Конев
1567,Как называется одно из стихотворений В.Маяковского?,"""Левый марш"""
1568,Как называется комнатный цветок?,декабрист
1569,Кто из этих диктаторов правил по времени меньше остальных?,Франсуа Дювалье
1570,Как называется один из мостов Венеции?,Мост Вздохов
1571,На флаге какого из этих государств присутствует красный цвет?,Белиз
1572,Сколько лет старшему брату Уизли ? Если рону было 12.....,22
1573,На гербе какого государства нет изображения лошади?,Австралии
1574,Какая из этих стран никогда не использовала в государственном гимне тему гимна Великобритании?,Португалия
1575,Какой из этих инструментов по принципу извлечения звука является щипковым?,Клавесин
1576,Какой из этих грибов ядовитый?,говорушка восковатая
1577,Какой из этих городов не является столицей своей страны?,Касабланка
1578,Какой из этих городов расположен на реке Иртыш?,Омск
1579,Что было создано в результате пожара в Венской опере?,скорая помощь
1580,В каком из этих фильмов играл Р. Быков?,Служили два товарища
1581,Что из этого не является частью рангоута судна?,Такелаж
1582,В каком периоде динозавры не жили?,Девон
1583,Кто из этих ученых дважды был лауреатом Нобелевской премии?,Лайнус Полинг
1584,Какой фильм не связан сюжетом со Всемирным фестивалем молодёжи и студентов 1957 года в Москве?,«Весна в Москве»
1585,Какой из этих металлов обладает наибольшей плотностью?,платина
1586,Что из перечисленного называется настоящим орехом в ботанике?,Фундук
1587,Что из перечисленного не входит в тройное единство предписанное драматургам классицизмом?,Замысла
1588,Что из перечисленного не является заморским департаментом Франции?,Вануату
1589,"Какая птица, как считается, дала название меткому стрелку снайперу?",бекас
1590,В каком году Евровидение проходило в Москве?,2009
1591,Какая из этих рек не протекает по территории Белоруссии?,Дон
1592,В каком азиатском государстве нет постоянных рек?,Саудовская Аравия
1593,"""Кто из этих актеров сыграл в кино Гамлета?""",Смоктуновский
1594,Какое из этих названий российских генеральских чинов не употреблялось после 1796 г.?,Генерал-аншеф
1595,Какое насекомое начинает свою жизнь не как гусеница?,Стрекоза
1596,Какое из этих животных не способно двигать глазами?,Сова
1597,В каком городе России пока нет метро?,Пермь
1598,Какая из этих религий зародилась раньше остальных трех?,Буддизм
1599,Кто из этих хоккеистов является обладателем Национального Ордена Квебека? Кто из этих хоккеистов является обладателем Национального Ордена Квебека?,Марио Лемье
1600,Какая из этих социалистических стран не производила собственных легковых автомобилей?,Венгрия
1601,"Какой из этих полнометражных мультфильмов создан в США, а не у нас?","""Золушка"""
1602,Племянник какого из этих писателей был выдающимся актером?,А. П. Чехов
1603,Кто из этих древних правителей был польским королем?,Стефан Баторий
1604,Какое из этих слов написано здесь неправильно?,Корелляция
1605,Кто из этих кошачьих имеет не втягивающиеся когти?,Гепард
1606,"Как известно, харит (граций) было три. Кто тут четвертый ""лишний""?",Клио
1607,Какой из этих городов не является прибрежным Каспийскому морю?,Адлер
1608,Какое из этих слов не является названием промысловой рыбы?,Сарсуэла
1609,"Название какого блюда само говорит знатоку иностранных языков, что оно приготовлено из многих элементов?",компот
1610,Какое из этих государств - не королевство?,Исландия
1611,Кто из этих великих ученых родился раньше остальных?,Декарт
1612,Какой из этих витаминов по-другому называется РЕТИНОЛ?,А
1613,Какой из этих танцев - не польского происхождения?,Полька
1614,Как по-другому называется электрическая дуга?,Вольтова
1615,Какая из этих букв всегда обозначает твердый звук?,ц
1616,"На сцену какого театра Михаил Ефремов вышел еще мальчиком в спектакле «Уходя, оглянись»?",МХАТ
1617,"Какой богине принадлежала керинейская лань, которую изловил Геракл?",Артемиде
1618,Какая буква русского алфавита обозначается в шрифте Брайля одной выпуклой точкой?,А
1619,"Во что заяц играл с белками в новогодней сказке Маршака ""Двенадцать месяцев""?",Горелки
1620,Что такое «рыбацкий штык»?,морской узел
1621,Шахматист с какой фамилией в 1963 году стал чемпионом мира?,Петросян
1622,Какой европейский народ не относится к ретороманцам?,Фризы
1623,На каком языке традиционно отдают команды животным в цирке?,Французкий
1624,Что такое гуммиарабик?,Клей
1625,"Кто из этих классиков - автор романа ""Подросток""?",Ф. М. Достоевский
1626,Какой из этих городов - столица Нигерии:,Абуджа
1627,Какой из этих балетов не оформлял Пабло Пикассо?,''Агон''
1628,Какую из этих пьес написал А. В. Сухово-Кобылин?,"""Дело"""
1629,"Какое из этих слов писалось и до реформы русского языка через Е, а не через ЯТЬ?",Пест
1630,В какой из этих стран официальный язык - французский?,Гаити
1631,Где устанавливают спинакер?,на парусной яхте
